symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,earnings_passed
KO,Consumer Staples,Coca-Cola Company (The),2024-12-23,59.86,-2.54,-12.35,-0.46,-3.96,0.0,13,25,19,17.8,3.18,4.26,False,False,61.3,3.72,1.027,False,69.47,-13.84,0.0,-2.34,8.0,12.0,19488525.0,18970433.0,0.667,8542800.0,17911240.0,18823486.0,0.454,76.58,19,16,20,18.0,23,,True
KMB,Consumer Staples,Kimberly-Clark,2024-12-23,123.38,-4.58,-6.71,-2.98,-4.31,0.0,19,17,22,19.0,,,,,,,,,,,,,,,,,,,,,,,20,26,26,,26,吃老本,False
KDP,Consumer Staples,Keurig Dr Pepper,2024-12-23,30.57,-1.16,-13.76,-2.79,-5.13,0.0,7,29,21,16.4,0.79,0.27,False,False,31.5,6.28,0.7,False,36.04,-15.18,-0.4,-0.95,6.0,14.0,7466800.0,10666900.0,0.429,6018400.0,10966340.0,10443286.0,0.576,67.95,21,23,14,20.4,24,,True
KHC,Consumer Staples,Kraft Heinz,2024-12-23,27.96,-4.04,-12.16,-2.47,-5.28,0.0,18,24,20,20.2,,,,,,,,,,,,,,,,,,,,,,,22,26,26,,26,,False
HSY,Consumer Staples,Hershey Company (The),2024-12-23,163.96,-2.48,-10.45,-5.15,-5.81,0.0,11,21,24,16.6,-8.29,-12.59,False,False,168.94,10.24,1.328,False,198.58,-17.43,1.67,-1.34,9.0,11.0,3599044.0,2709327.0,0.818,1066200.0,1602580.0,3183966.0,0.335,85.38,23,7,25,17.0,20,剛爆發,True
TGT,Consumer Staples,Target Corporation,2024-12-23,127.27,2.41,-12.05,-7.09,-5.95,0.333,3,23,26,13.6,-19.56,17.72,False,False,131.95,5.94,0.964,False,167.12,-23.85,3.89,4.16,9.0,11.0,5875477.0,6095700.0,0.818,3089000.0,4848810.0,5309273.0,0.582,83.19,24,8,13,15.4,15,剛爆發,False
CL,Consumer Staples,Colgate-Palmolive,2024-12-23,88.04,-4.99,-10.99,-4.43,-6.21,0.0,21,22,23,21.7,,,,,,,,,,,,,,,,,,,,,,,25,26,26,,26,,False
PEP,Consumer Staples,PepsiCo,2024-12-23,144.2,-5.66,-9.3,-5.8,-6.64,0.0,23,20,25,22.5,,,,,,,,,,,,,,,,,,,,,,,26,26,26,,26,,False
MDLZ,Consumer Staples,Mondelez International,2024-12-23,56.93,-7.3,-18.34,-7.41,-10.11,0.0,27,31,27,28.2,,,,,,,,,,,,,,,,,,,,,,,27,26,26,,26,,False
BF-B,Consumer Staples,Brown–Forman,2024-12-23,37.0,-7.28,-19.29,-9.23,-11.26,0.0,26,32,28,28.2,,,,,,,,,,,,,,,,,,,,,,,28,26,26,,26,,False
STZ,Consumer Staples,Constellation Brands,2024-12-23,212.69,-7.57,-13.45,-12.7,-11.61,0.0,30,28,29,29.2,,,,,,,,,,,,,,,,,,,,,,,29,26,26,,26,,False
DLTR,Consumer Staples,Dollar Tree,2024-12-23,75.99,6.62,3.93,-28.83,-11.78,0.667,1,6,32,8.7,4.15,-35.55,False,True,68.28,11.45,1.465,False,151.22,-49.75,10.03,6.28,7.0,13.0,4508128.0,3076176.0,0.538,2137500.0,2876170.0,2932386.0,0.729,91.5,30,3,5,14.2,14,剛爆發,True
ADM,Consumer Staples,Archer Daniels Midland,2024-12-23,48.0,-7.36,-14.91,-14.82,-12.98,0.0,28,30,30,29.0,,,,,,,,,,,,,,,,,,,,,,,31,26,26,,26,,False
EL,Consumer Staples,Estée Lauder Companies (The),2024-12-23,72.82,3.47,-24.93,-29.02,-19.87,0.333,2,34,33,17.8,46.83,151.03,False,False,73.33,11.36,1.146,False,152.98,-52.4,-0.11,1.37,8.0,12.0,4370937.0,3814400.0,0.667,1853400.0,3414080.0,3744100.0,0.495,80.83,32,10,18,20.4,24,剛爆發,True
BG,Consumer Staples,Bunge Global,2024-12-23,74.55,-13.0,-19.51,-25.8,-21.03,0.0,34,33,31,33.1,,,,,,,,,,,,,,,,,,,,,,,33,26,26,,26,剛爆發,False
DG,Consumer Staples,Dollar General,2024-12-23,72.96,-1.79,-12.48,-41.94,-24.54,0.0,9,26,34,19.1,-5.14,-4.98,False,False,75.0,7.76,1.207,False,159.12,-54.15,2.71,-0.49,12.0,8.0,4552016.0,3770275.0,1.5,2659700.0,3780310.0,3836426.0,0.693,94.42,34,2,7,15.8,16,剛爆發,False
TPL,Energy,Texas Pacific Land Corporation,2024-12-23,378.36,-28.36,29.22,58.48,29.45,0.667,21,1,1,11.0,-7.11,14.52,False,False,424.79,12.98,0.947,False,583.96,-35.21,4.45,-29.96,7.0,13.0,564085.0,595546.0,0.538,264600.0,523650.0,556820.0,0.475,58.45,1,19,18,11.6,12,吃老本,False
KMI,Energy,Kinder Morgan,2024-12-23,25.55,-3.86,26.2,40.25,25.71,0.667,5,2,2,3.5,-5.33,-0.86,False,True,24.91,6.01,1.313,False,27.08,-5.66,3.58,-3.17,8.0,12.0,14177350.0,10794750.0,0.667,6755600.0,12619970.0,12749326.0,0.53,82.51,2,3,12,4.4,1,,False
TRGP,Energy,Targa Resources,2024-12-23,170.99,-13.19,21.36,39.12,21.61,0.667,15,4,3,9.3,19.13,24.59,False,False,177.29,9.03,1.126,False,202.34,-15.49,2.8,-11.93,8.0,12.0,1995050.0,1771591.0,0.667,1017200.0,2180500.0,2001793.0,0.508,73.67,3,12,15,9.0,9,吃老本,True
WMB,Energy,Williams Companies,2024-12-23,51.39,-7.03,20.48,29.38,18.05,0.667,6,5,4,5.3,3.51,15.69,False,False,51.98,5.57,1.025,False,57.01,-9.86,2.61,-6.42,8.0,12.0,7437412.0,7256591.0,0.667,3677300.0,7167700.0,7524113.0,0.489,75.13,4,9,17,8.6,8,,True
EQT,Energy,EQT Corporation,2024-12-23,43.55,-2.46,21.84,20.98,15.33,0.667,2,3,6,3.1,77.17,55.73,False,True,41.31,8.76,0.897,False,47.18,-7.71,3.92,-2.12,9.0,11.0,5868822.0,6544109.0,0.818,4508300.0,6222730.0,6371433.0,0.708,78.26,5,6,5,5.4,2,,True
OKE,Energy,Oneok,2024-12-23,93.38,-11.24,12.89,26.42,13.62,0.667,13,8,5,9.9,-3.79,11.38,False,False,96.24,7.71,1.092,False,109.34,-14.6,3.25,-10.44,8.0,12.0,3016737.0,2763316.0,0.667,1928300.0,3192720.0,2967006.0,0.65,74.14,6,11,8,8.4,6,,False
EXE,Energy,Expand Energy,2024-12-23,92.59,-2.37,17.66,19.2,13.42,0.667,1,6,7,3.7,371.42,163.01,False,True,89.54,6.42,1.446,False,97.06,-4.6,2.43,-2.17,10.0,10.0,2633390.0,1821630.0,1.0,1101000.0,2296240.0,2385246.0,0.462,89.97,7,1,19,7.0,3,剛爆發,True
BKR,Energy,Baker Hughes,2024-12-23,39.66,-7.17,13.4,17.37,10.24,0.667,7,7,8,7.2,10.38,16.39,False,False,39.83,8.33,1.209,False,43.91,-9.67,2.51,-6.44,6.0,14.0,6598000.0,5455714.0,0.429,3282500.0,5916860.0,6315780.0,0.52,74.73,8,10,13,9.8,11,,True
EOG,Energy,EOG Resources,2024-12-23,113.55,-9.65,-0.96,-2.99,-4.15,0.0,8,10,9,8.8,4.19,7.04,False,False,120.12,8.0,1.145,False,129.88,-12.58,1.84,-9.53,9.0,11.0,3494766.0,3051200.0,0.818,2048400.0,3477130.0,3475653.0,0.589,77.33,9,7,9,8.2,5,,True
CVX,Energy,Chevron Corporation,2024-12-23,135.05,-11.07,-0.01,-5.96,-5.75,0.0,12,9,10,10.7,3.86,-14.9,False,False,143.9,9.91,0.984,False,154.44,-12.56,2.02,-11.17,8.0,12.0,9462925.0,9621616.0,0.667,5296500.0,11011640.0,10649000.0,0.497,71.32,10,13,16,12.4,15,,True
XOM,Energy,ExxonMobil,2024-12-23,101.34,-9.73,-7.31,-5.99,-7.26,0.0,9,15,11,11.2,2.6,6.51,False,False,110.09,6.59,0.902,False,119.26,-15.03,0.92,-9.5,6.0,14.0,15843900.0,17572485.0,0.429,11943900.0,17042590.0,18129066.0,0.659,66.87,11,16,7,12.2,13,,True
COP,Energy,ConocoPhillips,2024-12-23,92.27,-10.54,-6.8,-14.06,-11.36,0.0,10,14,12,11.6,8.49,1.67,False,False,100.18,8.26,0.671,False,126.08,-26.82,1.83,-9.75,6.0,14.0,5723433.0,8529671.0,0.429,5889700.0,9181230.0,8244620.0,0.714,63.05,12,17,3,12.2,13,,True
OXY,Energy,Occidental Petroleum,2024-12-23,47.07,-3.56,-4.41,-22.28,-13.13,0.0,4,11,18,8.9,33.24,33.21,False,False,48.06,8.22,1.006,False,68.15,-30.93,7.05,-3.06,8.0,12.0,12545737.0,12470550.0,0.667,11712100.0,15113670.0,13811053.0,0.848,78.59,13,5,1,7.4,4,剛爆發,True
FANG,Energy,Diamondback Energy,2024-12-23,152.22,-10.84,-6.74,-19.55,-14.17,0.0,11,13,15,12.4,-13.86,0.46,False,False,166.59,7.64,1.0,False,202.74,-24.92,3.45,-10.13,11.0,9.0,2318536.0,2319255.0,1.222,1723500.0,2596840.0,2495900.0,0.691,81.13,14,4,6,8.4,6,剛爆發,False
APA,Energy,APA Corporation,2024-12-23,20.5,-2.47,-9.04,-23.61,-14.69,0.0,3,16,20,10.3,1.46,26.03,False,False,21.07,12.89,0.996,False,33.93,-39.59,7.86,-1.91,10.0,10.0,6732210.0,6761440.0,1.0,3861300.0,7201360.0,7173360.0,0.538,84.42,15,2,11,9.0,9,剛爆發,True
HAL,Energy,Halliburton,2024-12-23,25.78,-15.46,-5.99,-19.81,-15.27,0.0,18,12,16,15.8,-3.1,-0.08,False,False,27.87,13.27,1.152,False,39.36,-34.49,3.96,-15.51,6.0,14.0,9382983.0,8143042.0,0.429,5379400.0,9496520.0,9135906.0,0.589,68.87,16,15,9,14.2,18,,False
SLB,Energy,Schlumberger,2024-12-23,36.24,-13.43,-10.05,-18.85,-15.29,0.0,16,17,13,15.7,0.63,2.55,False,False,39.68,12.19,0.566,False,52.37,-30.81,2.41,-12.87,7.0,12.0,8153014.0,14414666.0,0.583,9493700.0,14568240.0,13294040.0,0.714,61.89,17,18,3,14.6,19,,True
PSX,Energy,Phillips 66,2024-12-23,106.86,-15.97,-13.32,-18.87,-16.76,0.0,19,19,14,18.0,22.54,16.61,False,False,118.99,13.37,1.07,False,161.13,-33.68,2.03,-15.57,8.0,12.0,3200000.0,2989516.0,0.667,2615000.0,3514660.0,3261020.0,0.802,70.2,18,14,2,13.2,16,,True
VLO,Energy,Valero Energy,2024-12-23,114.24,-14.02,-11.39,-22.63,-17.67,0.0,17,18,19,17.7,,,,,,,,,,,,,,,,,,,,,,,19,20,20,,20,,False
MPC,Energy,Marathon Petroleum,2024-12-23,131.56,-13.12,-16.62,-20.96,-17.92,0.0,14,20,17,16.4,71.91,33.32,False,False,145.31,11.67,1.03,False,211.15,-37.7,3.05,-12.67,10.0,10.0,3099970.0,3009520.0,1.0,1770100.0,3722360.0,3425773.0,0.517,76.64,20,8,14,14.0,17,剛爆發,True
DVN,Energy,Devon Energy,2024-12-23,29.98,-17.25,-19.4,-33.01,-25.67,0.0,20,21,21,20.5,,,,,,,,,,,,,,,,,,,,,,,21,20,20,,20,,False
HOOD,Financials,Robinhood Markets,2024-12-23,39.02,3.94,63.33,71.82,52.73,1.0,1,1,1,1.0,0.38,15.99,False,True,33.87,24.91,0.916,False,43.83,-10.97,5.63,3.64,11.0,9.0,23983081.0,26171666.0,1.222,14388800.0,22489720.0,24402680.0,0.59,88.81,1,10,9,6.2,1,吃老本,True
APO,Financials,Apollo Global Management,2024-12-23,166.53,-2.71,35.73,45.24,30.87,0.667,20,3,4,11.7,7.3,-6.44,False,True,159.48,7.5,1.742,False,185.32,-10.14,0.38,-2.05,13.0,7.0,11197630.0,6426900.0,1.857,2859000.0,13297360.0,11561786.0,0.247,100.0,2,1,30,7.2,2,,True
IBKR,Financials,Interactive Brokers,2024-12-23,44.42,-6.33,30.32,46.48,29.24,0.667,40,6,3,22.4,-3.77,1.2,False,True,42.91,5.97,0.946,False,48.0,-7.45,3.0,-6.31,10.0,9.0,4259440.0,4500222.0,1.111,1964800.0,3858400.0,4164240.0,0.472,80.64,3,18,18,12.0,8,吃老本,False
SYF,Financials,Synchrony Financial,2024-12-23,64.24,-2.37,33.37,41.11,28.31,0.667,19,4,7,12.1,6.57,12.92,False,True,61.63,8.41,1.479,False,67.62,-5.0,2.57,-1.93,12.0,7.0,3899566.0,2636514.0,1.714,1321600.0,3602460.0,3711593.0,0.356,100.0,4,1,28,7.6,3,,True
PYPL,Financials,PayPal,2024-12-23,86.11,0.1,11.53,49.68,27.75,1.0,9,25,2,12.4,12.16,20.63,False,True,84.37,8.5,1.311,False,92.86,-7.26,0.09,0.33,10.0,10.0,9494460.0,7243550.0,1.0,5125000.0,8715000.0,8192366.0,0.626,88.18,5,12,5,7.8,4,吃老本,True
XYZ,Financials,"Block, Inc.",2024-12-23,88.97,0.47,32.85,37.96,27.31,1.0,7,5,9,6.8,-1.33,11.36,False,True,85.11,10.58,1.076,False,99.26,-10.37,1.52,0.21,11.0,9.0,7915172.0,7353688.0,1.222,4140800.0,6281640.0,6966926.0,0.594,87.9,6,13,7,9.0,5,吃老本,False
KKR,Financials,KKR & Co.,2024-12-23,148.45,-7.99,13.55,42.8,22.79,0.667,50,20,5,32.0,15.41,2.38,False,True,148.41,11.16,1.156,False,162.14,-8.44,4.41,-6.36,8.0,12.0,3860775.0,3340116.0,0.667,1571900.0,3288560.0,3598820.0,0.437,78.18,7,26,26,18.4,21,吃老本,True
FISV,Financials,Fiserv,2024-12-23,207.95,-5.89,16.58,39.53,22.44,0.667,36,11,8,22.9,1.6,1.4,False,True,207.94,4.37,0.795,False,223.23,-6.84,2.81,-5.73,11.0,9.0,2841672.0,3575966.0,1.222,1426800.0,2777500.0,2934773.0,0.486,79.93,8,20,16,14.4,11,吃老本,True
ARES,Financials,Ares Management,2024-12-23,170.61,2.08,14.98,36.22,22.38,1.0,3,18,10,8.9,0.85,0.61,False,True,163.75,8.48,1.038,False,175.0,-2.51,4.92,3.22,14.0,6.0,1078057.0,1038916.0,2.333,375400.0,1039590.0,1159500.0,0.324,100.0,9,1,29,9.8,6,剛爆發,True
BX,Financials,Blackstone Inc.,2024-12-23,165.33,-8.94,12.89,42.1,22.04,0.667,59,23,6,37.6,10.47,-2.34,False,False,170.5,14.76,0.943,False,190.93,-13.41,3.02,-7.94,9.0,11.0,3472444.0,3682554.0,0.818,3124200.0,4411100.0,4001400.0,0.781,75.22,10,29,1,15.8,15,吃老本,True
MS,Financials,Morgan Stanley,2024-12-23,121.31,-3.69,22.72,32.64,21.08,0.667,23,9,14,17.0,18.96,10.16,False,True,120.83,7.18,0.944,False,130.38,-6.96,5.2,-3.39,9.0,11.0,5893344.0,6239790.0,0.818,3088100.0,6434630.0,6407373.0,0.482,78.84,11,24,17,17.4,19,吃老本,True
STT,Financials,State Street Corporation,2024-12-23,93.88,0.07,12.74,35.64,21.02,1.0,10,24,11,14.4,6.6,6.28,False,True,91.4,6.89,1.137,False,97.05,-3.27,3.31,-0.21,9.0,11.0,2558255.0,2250027.0,0.818,1127200.0,2316630.0,2502433.0,0.45,83.37,12,16,22,15.6,14,,True
BLK,Financials,BlackRock,2024-12-23,1011.84,2.6,11.02,34.07,20.44,1.0,2,28,12,11.8,11.11,3.99,False,True,991.01,6.71,1.246,False,1048.92,-3.54,2.74,2.93,10.0,10.0,848180.0,680460.0,1.0,337100.0,756040.0,755006.0,0.446,89.67,13,8,25,13.4,9,,True
COF,Financials,Capital One,2024-12-23,176.51,-6.14,21.27,31.18,19.37,0.667,38,10,16,25.2,19.97,-7.4,False,True,174.12,6.71,0.977,False,193.59,-8.82,2.6,-5.79,10.0,10.0,2390100.0,2446690.0,1.0,1209100.0,2503580.0,2594020.0,0.466,79.66,14,21,19,17.8,20,吃老本,True
RJF,Financials,Raymond James Financial,2024-12-23,153.25,-7.3,28.61,27.88,19.27,0.667,47,7,22,30.0,22.19,2.49,False,True,152.8,7.48,1.245,False,167.37,-8.44,4.02,-7.75,7.0,13.0,1315814.0,1057192.0,0.538,565000.0,1323010.0,1223266.0,0.462,76.82,15,27,21,21.0,24,吃老本,True
AXP,Financials,American Express,2024-12-23,295.44,-1.19,11.35,30.74,17.91,0.667,14,27,18,18.7,6.49,27.11,False,True,284.84,6.23,0.901,False,302.08,-2.2,2.72,-1.05,12.0,8.0,2247241.0,2495487.0,1.5,1676000.0,2607120.0,2463586.0,0.68,88.72,16,11,3,11.4,7,,True
GL,Financials,Globe Life,2024-12-23,107.92,-1.56,5.13,33.78,17.78,0.667,15,46,13,23.9,14.17,2.15,False,True,106.54,6.92,1.112,False,129.14,-16.43,3.39,-1.97,9.0,11.0,923455.0,830481.0,0.818,356000.0,915780.0,881700.0,0.404,81.91,17,17,27,19.0,22,,True
GS,Financials,Goldman Sachs,2024-12-23,559.24,-4.85,16.15,28.77,17.21,0.667,29,13,20,22.4,23.35,0.14,False,True,551.52,8.82,1.098,False,593.91,-5.84,4.01,-4.36,9.0,11.0,1989411.0,1811390.0,0.818,1486000.0,2079410.0,1989833.0,0.747,80.48,18,19,2,15.2,12,,True
COIN,Financials,Coinbase,2024-12-23,265.71,-10.29,38.95,19.57,16.95,0.667,69,2,45,44.1,-33.33,-82.45,False,False,272.65,22.52,1.121,False,349.75,-24.03,-3.0,-14.56,8.0,12.0,11297162.0,10080400.0,0.667,5554000.0,8069120.0,9662240.0,0.575,69.68,19,30,10,21.6,25,吃老本,True
BNY,Financials,BNY Mellon,2024-12-23,74.96,-5.25,8.85,31.3,16.55,0.667,32,31,15,28.3,6.88,5.77,False,False,75.54,5.54,1.353,False,79.93,-6.23,1.52,-5.1,9.0,11.0,4525333.0,3344327.0,0.818,2072300.0,4203010.0,4209666.0,0.492,83.5,20,14,14,16.4,16,剛爆發,True
NDAQ,Financials,"Nasdaq, Inc.",2024-12-23,76.94,-5.23,8.34,30.95,16.25,0.667,31,33,17,28.8,,,,,,,,,,,,,,,,,,,,,,,21,31,31,,31,吃老本,False
WFC,Financials,Wells Fargo,2024-12-23,68.86,-6.64,27.94,21.34,16.0,0.667,44,8,37,31.8,18.08,3.23,False,True,68.18,5.21,1.294,False,75.66,-8.99,3.28,-7.9,8.0,12.0,18368662.0,14194025.0,0.667,7219500.0,17519560.0,16140160.0,0.447,79.22,22,22,24,22.4,26,,True
AIZ,Financials,Assurant,2024-12-23,210.22,-4.97,7.94,30.29,15.89,0.667,30,37,19,29.9,,,,,,,,,,,,,,,,,,,,,,,23,31,31,,31,吃老本,False
NTRS,Financials,Northern Trust,2024-12-23,100.02,-5.95,16.07,25.54,15.3,0.667,37,14,28,28.3,15.08,150.96,False,False,100.49,6.47,0.922,False,107.03,-6.55,3.3,-5.47,10.0,10.0,1293710.0,1402790.0,1.0,641600.0,1305470.0,1427420.0,0.449,79.18,24,23,23,23.4,27,,True
V,Financials,Visa Inc.,2024-12-23,315.11,1.14,16.02,21.88,15.23,1.0,4,15,36,13.7,5.24,0.11,False,True,301.91,3.81,1.032,False,318.04,-0.92,1.2,1.26,13.0,7.0,6474315.0,6275728.0,1.857,3489200.0,8028580.0,6830240.0,0.511,97.15,25,4,13,14.2,10,剛爆發,True
AMP,Financials,Ameriprise Financial,2024-12-23,525.69,-6.62,14.7,26.29,15.17,0.667,43,19,27,32.6,,,,,,,,,,,,,,,,,,,,,,,26,31,31,,31,,False
MSCI,Financials,MSCI Inc.,2024-12-23,597.43,-0.01,6.08,27.23,15.14,0.667,11,44,23,23.3,2.32,2.59,False,True,588.17,7.05,0.92,False,629.63,-5.11,1.5,0.77,12.0,8.0,397666.0,432475.0,1.5,245400.0,442080.0,439886.0,0.558,89.65,27,9,11,16.6,18,剛爆發,True
HBAN,Financials,Huntington Bancshares,2024-12-23,15.47,-8.21,12.92,26.77,14.56,0.667,53,22,25,38.1,,,,,,,,,,,,,,,,,,,,,,,28,31,31,,31,,False
CME,Financials,CME Group,2024-12-23,222.63,1.03,10.15,22.95,14.27,1.0,5,29,34,18.0,0.96,1.04,False,True,214.68,2.77,0.985,False,230.56,-3.44,1.05,1.32,12.0,8.0,2357883.0,2393850.0,1.5,1384000.0,1881330.0,2110033.0,0.656,90.95,29,7,4,15.2,12,剛爆發,True
CPAY,Financials,Corpay,2024-12-23,341.23,-10.48,9.64,28.08,13.83,0.667,72,30,21,49.2,,,,,,,,,,,,,,,,,,,,,,,30,31,31,,31,,False
JPM,Financials,JPMorgan Chase,2024-12-23,232.86,-3.42,15.27,20.63,13.28,0.667,21,17,42,24.0,,,,,,,,,,,,,,,,,,,,,,,31,31,31,,31,,False
MA,Financials,Mastercard,2024-12-23,526.58,-0.14,7.95,20.98,12.44,0.667,12,36,40,24.8,3.85,2.3,False,True,516.08,3.45,1.167,False,532.02,-1.02,1.7,-0.03,12.0,8.0,2690625.0,2305900.0,1.5,1541800.0,2802160.0,2608733.0,0.591,93.58,32,5,8,16.4,16,剛爆發,True
PNC,Financials,PNC Financial Services,2024-12-23,182.1,-9.99,6.46,26.56,12.4,0.667,67,42,26,51.3,,,,,,,,,,,,,,,,,,,,,,,33,31,31,,31,,False
MTB,Financials,M&T Bank,2024-12-23,181.13,-13.45,8.54,26.79,12.16,0.667,76,32,24,52.4,,,,,,,,,,,,,,,,,,,,,,,34,31,31,,31,,False
WTW,Financials,Willis Towers Watson,2024-12-23,309.74,-1.77,8.27,21.03,12.14,0.667,16,34,39,26.0,,,,,,,,,,,,,,,,,,,,,,,35,31,31,,31,,False
USB,Financials,U.S. Bancorp,2024-12-23,45.1,-9.01,7.8,23.5,11.45,0.667,60,38,30,47.4,,,,,,,,,,,,,,,,,,,,,,,36,31,31,,31,,False
CFG,Financials,Citizens Financial Group,2024-12-23,41.15,-9.39,7.99,23.48,11.39,0.667,65,35,31,49.2,,,,,,,,,,,,,,,,,,,,,,,37,31,31,,31,剛爆發,False
FDS,Financials,FactSet,2024-12-23,476.18,-0.84,6.35,19.73,11.24,0.667,13,43,44,28.2,2.18,3.3,False,True,467.99,7.75,0.818,False,488.16,-2.46,-0.65,-0.39,10.0,10.0,265820.0,324840.0,1.0,155200.0,391240.0,334673.0,0.464,78.83,38,25,20,29.2,28,剛爆發,True
CINF,Financials,Cincinnati Financial,2024-12-23,139.21,-9.36,6.81,23.4,11.06,0.667,64,40,32,50.4,,,,,,,,,,,,,,,,,,,,,,,39,31,31,,31,剛爆發,False
C,Financials,Citigroup,2024-12-23,68.4,0.18,15.77,13.96,10.97,1.0,8,16,56,20.0,15.76,11.58,False,True,65.63,5.68,1.034,False,70.69,-3.24,3.77,1.2,12.0,8.0,12975750.0,12549400.0,1.5,7743100.0,12238280.0,12758760.0,0.607,92.82,40,6,6,19.6,23,剛爆發,True
AON,Financials,Aon plc,2024-12-23,357.27,-7.96,3.85,23.23,10.59,0.667,49,50,33,46.1,,,,,,,,,,,,,,,,,,,,,,,41,31,31,,31,剛爆發,False
ALL,Financials,Allstate,2024-12-23,188.12,-6.55,3.34,22.52,10.46,0.667,42,51,35,43.3,,,,,,,,,,,,,,,,,,,,,,,42,31,31,,31,剛爆發,False
KEY,Financials,KeyCorp,2024-12-23,16.09,-10.75,4.67,23.85,10.41,0.667,74,47,29,56.9,,,,,,,,,,,,,,,,,,,,,,,43,31,31,,31,剛爆發,False
IVZ,Financials,Invesco,2024-12-23,16.66,-2.27,1.4,21.04,10.31,0.667,17,54,38,32.3,,,,,,,,,,,,,,,,,,,,,,,44,31,31,,31,剛爆發,False
GPN,Financials,Global Payments,2024-12-23,110.24,-5.35,11.46,16.7,9.88,0.667,33,26,49,34.1,,,,,,,,,,,,,,,,,,,,,,,45,31,31,,31,剛爆發,False
RF,Financials,Regions Financial Corporation,2024-12-23,22.32,-12.11,4.04,20.85,8.41,0.667,75,48,41,60.1,,,,,,,,,,,,,,,,,,,,,,,46,31,31,,31,剛爆發,False
TRV,Financials,Travelers Companies (The),2024-12-23,235.69,-8.88,2.67,19.74,8.32,0.667,58,53,43,53.5,,,,,,,,,,,,,,,,,,,,,,,47,31,31,,31,剛爆發,False
BAC,Financials,Bank of America,2024-12-23,42.87,-6.15,13.16,12.84,8.17,0.667,39,21,60,37.8,,,,,,,,,,,,,,,,,,,,,,,48,31,31,,31,剛爆發,False
L,Financials,Loews Corporation,2024-12-23,84.36,-2.36,7.4,13.47,8.0,0.667,18,39,58,32.3,,,,,,,,,,,,,,,,,,,,,,,49,31,31,,31,剛爆發,False
MET,Financials,MetLife,2024-12-23,78.76,-6.78,0.42,18.95,7.89,0.667,45,59,46,49.4,,,,,,,,,,,,,,,,,,,,,,,50,31,31,,31,剛爆發,False
FITB,Financials,Fifth Third Bancorp,2024-12-23,40.38,-10.74,0.78,18.59,6.8,0.667,73,58,47,63.3,,,,,,,,,,,,,,,,,,,,,,,51,31,31,,31,剛爆發,False
WRB,Financials,W. R. Berkley Corporation,2024-12-23,56.85,-7.76,5.36,14.31,6.55,0.667,48,45,55,48.5,,,,,,,,,,,,,,,,,,,,,,,52,31,31,,31,剛爆發,False
TFC,Financials,Truist Financial,2024-12-23,40.77,-8.41,3.87,15.11,6.42,0.667,55,49,54,53.0,,,,,,,,,,,,,,,,,,,,,,,53,31,31,,31,剛爆發,False
MCO,Financials,Moody's Corporation,2024-12-23,471.01,-4.64,0.87,13.67,5.89,0.667,27,56,57,41.7,,,,,,,,,,,,,,,,,,,,,,,54,31,31,,31,剛爆發,False
CBOE,Financials,Cboe Global Markets,2024-12-23,195.2,-8.63,-2.37,16.67,5.59,0.333,57,66,50,58.3,,,,,,,,,,,,,,,,,,,,,,,55,31,31,,31,剛爆發,False
BRO,Financials,Brown & Brown,2024-12-23,101.7,-9.03,0.37,15.39,5.53,0.667,61,60,53,59.1,,,,,,,,,,,,,,,,,,,,,,,56,31,31,,31,剛爆發,False
SPGI,Financials,S&P Global,2024-12-23,469.07,-3.96,-1.96,12.91,4.98,0.333,25,65,59,43.8,,,,,,,,,,,,,,,,,,,,,,,57,31,31,,31,剛爆發,False
BRK-B,Financials,Berkshire Hathaway,2024-12-23,456.51,-5.49,-0.21,12.22,4.69,0.333,34,62,61,47.8,,,,,,,,,,,,,,,,,,,,,,,58,31,31,,31,剛爆發,False
AFL,Financials,Aflac,2024-12-23,100.1,-9.32,-6.1,16.83,4.56,0.333,63,72,48,62.7,,,,,,,,,,,,,,,,,,,,,,,59,31,31,,31,剛爆發,False
PGR,Financials,Progressive Corporation,2024-12-23,221.88,-10.36,-3.98,16.14,4.48,0.333,71,68,52,66.3,,,,,,,,,,,,,,,,,,,,,,,60,31,31,,31,剛爆發,False
AJG,Financials,Arthur J. Gallagher & Co.,2024-12-23,282.25,-8.05,2.74,10.95,4.15,0.667,52,52,62,54.0,,,,,,,,,,,,,,,,,,,,,,,61,31,31,,31,剛爆發,False
JKHY,Financials,Jack Henry & Associates,2024-12-23,173.12,0.71,0.82,7.22,3.99,1.0,6,57,67,33.5,-0.17,1.56,False,False,173.86,4.23,0.97,False,185.02,-6.43,0.51,2.0,10.0,10.0,622690.0,641950.0,1.0,303200.0,547860.0,581733.0,0.521,83.38,62,15,12,33.2,29,剛爆發,False
