symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,earnings_passed
KMB,Consumer Staples,Kimberly-Clark,2023-08-21,114.48,-0.93,-4.37,4.28,0.82,0.333,3,25,14,11.8,11.53,26.81,False,False,117.52,3.28,0.927,False,129.87,-11.85,0.76,-0.93,9.0,11.0,1411322.0,1522300.0,0.818,1165800.0,1440380.0,1353720.0,0.861,78.24,15,7,12,11.2,9,剛爆發,True
CLX,Consumer Staples,Clorox,2023-08-21,139.37,1.16,-2.15,1.79,0.65,0.667,2,21,18,10.9,41.09,23.37,False,False,140.29,9.35,1.055,False,159.55,-12.65,0.44,1.16,9.0,11.0,1480088.0,1402845.0,0.818,746400.0,1128860.0,1103733.0,0.676,81.61,16,4,21,12.2,11,剛爆發,True
KO,Consumer Staples,Coca-Cola Company (The),2023-08-21,55.29,-3.35,0.98,2.47,0.64,0.667,10,14,16,12.4,8.14,5.4,False,False,55.88,2.48,1.009,False,59.05,-6.37,-0.92,-3.35,9.0,11.0,9126477.0,9041945.0,0.818,7629200.0,8908710.0,8552273.0,0.892,77.56,17,9,11,12.6,12,剛爆發,True
CL,Consumer Staples,Colgate-Palmolive,2023-08-21,68.82,-2.37,-2.51,2.24,-0.1,0.333,8,23,17,14.3,3.28,4.57,False,False,70.78,5.44,1.071,False,76.15,-9.63,-0.97,-2.37,8.0,11.0,3996825.0,3731254.0,0.727,2663300.0,3414510.0,3268020.0,0.815,77.85,18,8,15,13.4,15,剛爆發,True
PEP,Consumer Staples,PepsiCo,2023-08-21,161.59,-5.72,-1.58,3.37,-0.14,0.333,22,20,15,20.0,6.56,8.23,False,False,166.53,5.33,0.922,False,176.08,-8.23,0.7,-5.72,5.0,15.0,3847300.0,4171060.0,0.333,4710700.0,4211100.0,4097760.0,1.15,67.99,19,21,4,16.8,20,,True
PM,Consumer Staples,Philip Morris International,2023-08-21,83.61,-4.8,6.05,-0.96,-0.16,0.333,19,9,20,16.2,,,,False,85.14,3.85,0.89,False,90.44,-7.56,0.75,-4.8,4.0,16.0,2530350.0,2843787.0,0.25,2474700.0,2814630.0,2650486.0,0.934,66.74,20,22,9,18.6,23,,False
KDP,Consumer Staples,Keurig Dr Pepper,2023-08-21,30.51,-1.89,6.64,-5.87,-1.75,0.333,7,6,23,9.9,4.88,2.07,False,True,29.84,3.33,1.45,False,37.0,-17.54,-1.39,-1.89,9.0,11.0,10201077.0,7035472.0,0.818,8166600.0,7458510.0,7273713.0,1.123,85.96,21,3,5,10.6,6,剛爆發,True
MO,Consumer Staples,Altria,2023-08-21,34.75,-4.0,-0.05,-3.47,-2.75,0.0,14,15,22,15.9,0.77,0.51,False,False,35.43,3.44,0.919,False,37.44,-7.19,1.77,-4.0,7.0,13.0,7097814.0,7727192.0,0.538,7007100.0,6902060.0,6811640.0,1.029,72.46,22,18,7,17.4,21,,True
SJM,Consumer Staples,J.M. Smucker Company (The),2023-08-21,127.67,-5.19,-2.32,-3.04,-3.4,0.0,21,22,21,21.3,,,,,,,,,,,,,,,,,,,,,,,23,25,25,,25,,False
TSN,Consumer Staples,Tyson Foods,2023-08-21,48.68,-4.15,4.81,-10.26,-4.97,0.333,16,11,26,16.5,-42.99,-105.0,False,True,47.73,3.94,1.014,False,71.72,-32.12,-1.13,-4.15,9.0,11.0,3358500.0,3311600.0,0.818,1851100.0,2636790.0,3234146.0,0.572,77.08,24,10,23,18.2,22,剛爆發,True
SYY,Consumer Staples,Sysco,2023-08-21,64.19,-8.28,-0.69,-6.79,-5.64,0.0,26,18,24,23.2,,,,,,,,,,,,,,,,,,,,,,,25,25,25,,25,,False
HRL,Consumer Staples,Hormel Foods,2023-08-21,34.79,-4.04,3.08,-11.47,-5.98,0.333,15,13,27,16.8,2.79,-11.94,False,False,35.39,8.54,0.887,False,44.52,-21.85,0.23,-4.04,8.0,12.0,1558375.0,1756383.0,0.667,1536500.0,1811150.0,1666120.0,0.922,73.19,26,16,10,18.8,24,剛爆發,True
HSY,Consumer Staples,Hershey Company (The),2023-08-21,200.31,-7.28,-15.22,-8.23,-9.74,0.0,25,30,25,26.5,,,,,,,,,,,,,,,,,,,,,,,27,25,25,,25,,False
KHC,Consumer Staples,Kraft Heinz,2023-08-21,28.75,-6.39,-10.78,-12.73,-10.66,0.0,24,27,28,25.7,,,,,,,,,,,,,,,,,,,,,,,28,25,25,,25,,False
GIS,Consumer Staples,General Mills,2023-08-21,59.57,-9.38,-18.15,-14.02,-13.89,0.0,30,31,29,30.1,,,,,,,,,,,,,,,,,,,,,,,29,25,25,,25,,False
DLTR,Consumer Staples,Dollar Tree,2023-08-21,123.31,-19.11,-13.44,-14.37,-15.32,0.0,33,29,30,31.2,,,,,,,,,,,,,,,,,,,,,,,30,25,25,,25,,False
TGT,Consumer Staples,Target Corporation,2023-08-21,109.95,-9.01,-11.59,-25.93,-18.11,0.0,27,28,31,28.1,,,,,,,,,,,,,,,,,,,,,,,31,25,25,,25,剛爆發,False
DG,Consumer Staples,Dollar General,2023-08-21,145.28,-9.15,-24.17,-27.21,-21.94,0.0,28,33,32,30.3,,,,,,,,,,,,,,,,,,,,,,,32,25,25,,25,剛爆發,False
EL,Consumer Staples,Estée Lauder Companies (The),2023-08-21,144.88,-15.1,-20.94,-36.49,-27.26,0.0,32,32,33,32.2,,,,,,,,,,,,,,,,,,,,,,,33,25,25,,25,剛爆發,False
TPL,Energy,Texas Pacific Land Corporation,2023-08-21,204.56,26.51,44.99,8.12,21.93,1.0,1,1,11,3.0,16.31,-18.79,False,True,165.86,5.26,1.024,False,292.97,-30.18,-0.29,26.51,13.0,7.0,281630.0,275014.0,1.857,194400.0,239310.0,257460.0,0.755,100.0,1,1,13,3.4,2,,True
MPC,Energy,Marathon Petroleum,2023-08-21,136.08,9.77,32.99,16.63,19.01,1.0,2,2,3,2.2,15.98,8.66,False,True,120.55,6.45,0.941,False,140.83,-3.37,-0.44,9.77,16.0,4.0,3796037.0,4032050.0,4.0,4481100.0,3597900.0,3842000.0,1.166,100.0,2,1,2,1.6,1,,True
BKR,Energy,Baker Hughes,2023-08-21,33.35,0.48,27.61,17.95,16.0,1.0,13,5,2,8.4,16.92,7.49,False,True,31.83,3.67,0.937,False,34.38,-2.99,0.37,0.48,10.0,10.0,4817720.0,5144230.0,1.0,3447000.0,4447580.0,4770173.0,0.723,81.83,3,13,14,9.2,8,吃老本,True
EQT,Energy,EQT Corporation,2023-08-21,40.43,-0.21,16.9,22.05,15.2,0.667,15,11,1,11.0,36.39,30.41,False,True,39.34,8.2,1.167,False,49.17,-17.77,-3.29,-0.21,10.0,10.0,5509820.0,4720910.0,1.0,2931000.0,4693470.0,5250320.0,0.558,83.98,4,10,18,9.2,8,吃老本,True
APA,Energy,APA Corporation,2023-08-21,38.12,6.43,28.74,10.38,13.98,1.0,3,3,9,4.2,18.87,22.23,False,True,34.44,7.62,1.26,False,44.29,-13.93,-3.37,6.43,10.0,10.0,4638730.0,3681010.0,1.0,2577700.0,3359040.0,3724313.0,0.692,89.56,5,6,17,7.8,5,,True
TRGP,Energy,Targa Resources,2023-08-21,79.17,4.77,22.86,12.97,13.39,1.0,5,7,8,6.2,-20.34,-140.48,False,True,74.07,3.87,1.09,False,80.16,-1.23,-0.32,4.77,10.0,10.0,1736700.0,1592690.0,1.0,1432700.0,1657120.0,1565693.0,0.915,86.82,6,8,9,7.4,3,,True
PSX,Energy,Phillips 66,2023-08-21,103.71,4.17,21.12,13.94,13.3,1.0,6,9,5,6.7,8.57,18.32,False,True,94.62,5.05,0.929,False,105.82,-1.99,-0.31,4.17,13.0,7.0,3160853.0,3404157.0,1.857,2262100.0,3251970.0,3158546.0,0.716,96.49,7,4,15,7.4,3,,True
WMB,Energy,Williams Companies,2023-08-21,30.81,1.79,22.32,14.5,13.28,1.0,9,8,4,7.7,9.43,19.7,False,True,29.72,3.63,1.019,False,31.51,-2.23,-0.29,1.79,11.0,9.0,5800954.0,5691955.0,1.222,4247500.0,5173650.0,5368846.0,0.791,87.13,8,7,12,8.4,6,,True
COP,Energy,ConocoPhillips,2023-08-21,106.83,0.95,15.59,13.13,10.7,1.0,12,13,7,11.3,-6.04,15.11,False,True,100.96,4.52,0.959,False,122.47,-12.77,-0.66,0.95,8.0,12.0,4081937.0,4255408.0,0.667,3710300.0,3739820.0,3832953.0,0.968,77.09,9,19,7,12.6,16,吃老本,False
EOG,Energy,EOG Resources,2023-08-21,114.27,-2.77,16.18,13.78,10.24,0.667,20,12,6,14.8,6.82,8.08,False,True,109.93,5.76,1.033,False,130.23,-12.26,-2.72,-2.77,9.0,11.0,2660433.0,2574427.0,0.818,2417400.0,1919770.0,2239953.0,1.079,77.61,10,18,4,12.0,13,吃老本,True
SLB,Energy,Schlumberger,2023-08-21,52.32,-1.21,27.62,5.28,9.24,0.667,17,4,13,12.3,1.0,3.59,False,True,50.76,7.42,1.126,False,55.71,-6.09,-2.71,-1.21,9.0,11.0,8019955.0,7121263.0,0.818,8619100.0,7193120.0,7570906.0,1.138,80.17,11,15,3,11.0,12,,True
HAL,Energy,Halliburton,2023-08-21,35.65,-0.03,26.98,4.12,8.8,0.667,14,6,14,11.6,3.09,7.16,False,True,34.39,7.79,1.144,False,40.19,-11.3,-3.17,-0.03,9.0,11.0,7112144.0,6215109.0,0.818,5922600.0,5976110.0,6306386.0,0.939,81.01,12,14,8,12.0,13,,True
FANG,Energy,Diamondback Energy,2023-08-21,134.72,3.27,14.82,8.51,8.77,1.0,8,15,10,10.5,-5.38,-4.57,False,True,125.65,3.35,1.248,False,145.34,-7.3,1.02,3.27,12.0,8.0,2127191.0,1704400.0,1.5,1598200.0,1747260.0,1763773.0,0.906,96.71,13,3,10,8.4,6,剛爆發,False
VLO,Energy,Valero Energy,2023-08-21,122.58,3.96,17.89,2.01,6.47,1.0,7,10,17,9.9,6.29,14.68,False,True,112.36,9.11,0.936,False,135.14,-9.29,-0.34,3.96,10.0,10.0,3514190.0,3754260.0,1.0,5167200.0,3646000.0,3645473.0,1.417,83.62,14,11,1,10.2,10,,True
EXE,Energy,Expand Energy,2023-08-21,78.71,1.47,10.43,3.47,4.71,1.0,10,16,15,12.8,63.14,10.59,False,True,76.78,8.0,0.711,False,93.66,-15.97,-0.93,1.47,10.0,10.0,2425420.0,3408970.0,1.0,1061700.0,4245060.0,3325866.0,0.319,77.96,15,17,19,16.6,19,,True
OXY,Energy,Occidental Petroleum,2023-08-21,58.64,-0.39,5.24,5.47,3.95,0.667,16,19,12,16.1,-10.96,-14.39,False,True,57.77,7.87,1.39,False,72.41,-19.02,-3.48,-0.39,9.0,11.0,10543466.0,7585454.0,0.818,6790000.0,7274020.0,8293866.0,0.819,84.97,16,9,11,12.2,15,剛爆發,True
KMI,Energy,Kinder Morgan,2023-08-21,14.99,-1.31,8.7,2.71,3.2,0.667,18,17,16,17.3,,,,,,,,,,,,,,,,,,,,,,,17,20,20,,20,,False
OKE,Energy,Oneok,2023-08-21,55.79,-1.98,14.98,-1.03,2.73,0.333,19,14,20,17.7,2.66,2.37,False,True,54.4,5.05,1.223,False,58.98,-5.4,-0.99,-1.98,8.0,12.0,2719150.0,2222758.0,0.667,2239200.0,2096440.0,2294220.0,0.976,79.82,18,16,6,14.8,17,,True
XOM,Energy,ExxonMobil,2023-08-21,98.73,4.78,3.97,-0.6,1.89,0.667,4,21,19,12.1,-3.91,9.32,False,True,95.95,4.94,1.295,False,107.55,-8.2,-1.63,4.78,11.0,9.0,16192054.0,12504700.0,1.222,13579300.0,13195620.0,13882426.0,0.978,93.21,19,5,5,10.6,11,剛爆發,False
CVX,Energy,Chevron Corporation,2023-08-21,141.58,1.12,4.26,-0.12,1.29,0.667,11,20,18,15.1,3.52,5.06,False,True,139.39,3.76,1.203,False,162.84,-13.05,-1.11,1.12,9.0,11.0,8598000.0,7149609.0,0.818,5291800.0,6526690.0,7433786.0,0.712,83.55,20,12,16,16.0,18,剛爆發,True
DVN,Energy,Devon Energy,2023-08-21,45.56,-4.85,6.43,-5.29,-2.25,0.333,21,18,21,20.1,,,,,,,,,,,,,,,,,,,,,,,21,20,20,,20,,False
ERIE,Financials,Erie Indemnity,2023-08-21,267.53,28.28,28.99,20.49,24.56,1.0,1,2,7,2.5,19.49,12.41,False,True,223.45,5.41,3.82,False,279.32,-4.22,-0.14,28.29,12.0,8.0,621725.0,162762.0,1.5,95200.0,164220.0,455820.0,0.209,100.0,1,1,29,6.6,3,,True
BRO,Financials,Brown & Brown,2023-08-21,71.66,3.68,16.41,29.84,19.94,1.0,11,12,1,9.3,14.6,3.36,False,True,68.15,4.3,0.844,False,72.1,-0.61,2.35,3.68,11.0,9.0,893054.0,1058688.0,1.222,1024100.0,945720.0,899533.0,1.138,86.25,2,14,4,7.2,5,吃老本,True
CPAY,Financials,Corpay,2023-08-21,265.24,7.31,13.47,28.28,19.33,1.0,4,17,2,7.5,0.27,2.89,False,True,253.3,4.06,0.959,False,272.37,-2.62,1.15,7.31,11.0,9.0,464654.0,484366.0,1.222,341100.0,485940.0,520360.0,0.656,89.96,3,13,25,11.4,11,吃老本,True
ARES,Financials,Ares Management,2023-08-21,91.35,0.94,18.3,27.02,18.32,1.0,19,9,4,13.0,5.66,-12.22,False,True,89.59,5.7,0.948,False,94.49,-3.33,0.79,0.94,12.0,8.0,937283.0,988400.0,1.5,657000.0,900930.0,872233.0,0.753,89.97,4,12,16,9.6,8,吃老本,True
APO,Financials,Apollo Global Management,2023-08-21,79.73,2.19,27.79,18.76,16.87,1.0,16,3,8,10.5,3.02,-3.79,False,True,76.1,7.47,0.724,False,83.75,-4.81,2.45,2.19,9.0,11.0,2047044.0,2828627.0,0.818,1278100.0,1739540.0,2536786.0,0.504,77.23,5,23,28,16.8,17,吃老本,True
AJG,Financials,Arthur J. Gallagher & Co.,2023-08-21,221.19,5.26,11.98,23.91,16.27,1.0,7,20,5,10.5,2.19,1.22,False,True,212.01,6.27,0.898,False,222.93,-0.78,3.2,5.26,13.0,7.0,615723.0,685571.0,1.857,698800.0,603650.0,574566.0,1.216,98.01,6,9,3,6.6,3,,True
COIN,Financials,Coinbase,2023-08-21,74.26,-21.63,30.46,27.07,15.74,0.667,75,1,3,38.4,44.98,80.68,False,False,82.56,14.41,0.901,False,114.43,-35.1,1.46,-21.63,6.0,14.0,7814950.0,8671200.0,0.429,5136800.0,7358470.0,7604460.0,0.675,59.81,7,29,23,19.0,19,吃老本,True
MRSH,Financials,Marsh McLennan,2023-08-21,184.75,2.83,12.52,20.72,14.2,1.0,14,19,6,13.9,4.02,2.3,False,True,178.48,3.92,1.019,False,185.54,-0.43,2.84,2.83,14.0,6.0,1221650.0,1198850.0,2.333,1155300.0,1093730.0,1069486.0,1.08,100.0,8,1,9,5.4,2,剛爆發,True
CBOE,Financials,Cboe Global Markets,2023-08-21,146.91,7.74,13.48,17.5,14.05,1.0,3,16,9,8.1,0.44,1.46,False,True,137.87,2.92,1.203,True,148.01,-0.75,0.74,7.74,13.0,7.0,766176.0,637000.0,1.857,839600.0,629550.0,658433.0,1.275,100.0,9,1,2,4.4,1,剛爆發,True
GPN,Financials,Global Payments,2023-08-21,117.89,11.77,22.05,9.01,12.96,1.0,2,4,22,6.6,1.45,3.98,False,True,108.96,6.04,1.714,False,131.11,-10.08,-1.89,11.77,9.0,11.0,2897955.0,1691045.0,0.818,2149300.0,1939170.0,1901313.0,1.13,98.57,10,8,5,8.2,6,,True
BRK-B,Financials,Berkshire Hathaway,2023-08-21,355.93,1.75,11.02,17.07,11.73,1.0,18,23,10,17.9,15.84,5.59,False,True,347.18,2.64,0.962,False,364.63,-2.39,0.96,1.75,10.0,10.0,2802890.0,2913270.0,1.0,2136800.0,2456950.0,2891786.0,0.739,83.27,11,19,18,15.6,15,吃老本,True
IBKR,Financials,Interactive Brokers,2023-08-21,22.79,6.47,18.38,7.48,9.95,1.0,5,8,25,9.9,-5.76,-4.52,False,True,21.22,4.98,1.142,False,23.0,-0.93,1.2,6.47,13.0,7.0,3116923.0,2728742.0,1.857,2066800.0,2716760.0,2666080.0,0.775,100.0,12,1,15,8.2,6,剛爆發,False
BX,Financials,Blackstone Inc.,2023-08-21,90.6,-5.13,17.19,13.84,9.93,0.667,43,11,14,27.6,,,,True,89.23,5.98,0.935,False,98.12,-7.67,0.95,-5.13,8.0,12.0,2813862.0,3009958.0,0.667,1742800.0,2305840.0,2700273.0,0.645,73.66,13,25,26,20.4,22,吃老本,False
MA,Financials,Mastercard,2023-08-21,395.77,2.53,7.77,14.44,9.79,1.0,15,36,12,20.7,2.0,3.22,False,True,385.81,3.98,1.095,False,398.03,-0.57,2.73,2.53,11.0,9.0,2151054.0,1964844.0,1.222,2154600.0,1987380.0,1907053.0,1.13,90.1,14,11,5,11.0,10,,True
ICE,Financials,Intercontinental Exchange,2023-08-21,111.52,0.58,10.54,13.89,9.73,1.0,20,25,13,20.1,4.6,0.75,False,True,109.83,3.19,1.048,False,113.5,-1.74,1.8,0.58,10.0,10.0,2235980.0,2134400.0,1.0,1500100.0,2010500.0,1999446.0,0.75,84.4,15,17,17,16.2,16,,True
AFL,Financials,Aflac,2023-08-21,70.02,3.15,15.79,9.59,9.53,1.0,12,13,20,13.9,10.07,10.74,False,True,67.68,4.85,1.016,False,73.54,-4.79,-0.24,3.15,8.0,12.0,2386462.0,2347941.0,0.667,1550100.0,1952710.0,2110306.0,0.735,79.58,16,22,19,19.0,19,吃老本,True
CME,Financials,CME Group,2023-08-21,178.71,1.91,15.73,9.9,9.36,1.0,17,14,19,16.5,4.99,1.86,False,True,169.48,4.2,1.113,False,184.06,-2.91,-0.25,1.91,10.0,10.0,1504460.0,1351540.0,1.0,1297600.0,1410010.0,1390280.0,0.933,85.52,17,15,12,15.2,14,,True
AIZ,Financials,Assurant,2023-08-21,132.92,4.62,11.74,9.56,8.87,1.0,8,22,21,14.8,41.2,18.5,False,True,126.76,4.04,1.167,False,161.22,-17.55,-0.91,4.62,14.0,6.0,344571.0,295266.0,2.333,226600.0,273600.0,265146.0,0.855,100.0,18,1,13,10.2,9,剛爆發,True
SPGI,Financials,S&P Global,2023-08-21,359.36,-0.76,7.87,13.62,8.59,0.667,26,35,15,26.5,-0.33,8.06,False,False,366.91,5.03,0.932,False,395.81,-9.21,1.88,-0.76,10.0,10.0,1109342.0,1190763.0,1.0,996011.0,988030.0,964857.0,1.032,81.6,19,20,10,17.6,18,,False
MCO,Financials,Moody's Corporation,2023-08-21,327.09,-5.16,7.1,16.18,8.57,0.667,44,38,11,35.6,3.91,37.33,False,False,335.05,4.73,0.862,False,354.39,-7.7,2.27,-5.16,7.0,13.0,526785.0,610946.0,0.538,487000.0,510490.0,507313.0,0.96,70.97,20,26,11,20.6,23,吃老本,True
V,Financials,Visa Inc.,2023-08-21,237.54,3.09,8.01,10.91,8.23,1.0,13,34,16,19.9,2.03,5.18,False,True,232.1,3.44,1.079,False,239.83,-0.96,1.85,3.09,13.0,7.0,4516946.0,4184700.0,1.857,3541500.0,4034410.0,4234306.0,0.836,99.34,21,7,14,14.0,13,剛爆發,True
KKR,Financials,KKR & Co.,2023-08-21,58.43,-0.48,15.45,8.78,8.13,0.667,23,15,23,20.6,2.34,9.05,False,True,57.54,6.73,1.33,False,62.32,-6.25,-1.16,-0.48,9.0,11.0,3230044.0,2428209.0,0.818,1980900.0,2516220.0,2979186.0,0.665,84.8,22,16,24,20.0,21,剛爆發,True
AON,Financials,Aon plc,2023-08-21,325.08,4.03,7.09,10.02,7.79,1.0,10,39,17,20.1,-2.65,-2.8,False,True,322.49,5.19,0.823,False,339.4,-4.22,2.47,4.03,12.0,8.0,726225.0,882475.0,1.5,1041500.0,694440.0,737646.0,1.412,90.31,23,10,1,13.4,12,剛爆發,True
HOOD,Financials,Robinhood Markets,2023-08-21,10.54,-17.2,19.5,9.91,5.53,0.667,73,6,18,41.9,21.21,6.44,False,False,11.14,8.1,0.897,False,13.23,-20.33,2.83,-17.2,7.0,13.0,7897928.0,8800115.0,0.538,4784400.0,5964900.0,6752700.0,0.709,64.59,24,28,20,24.8,26,,True
ACGL,Financials,Arch Capital Group,2023-08-21,70.96,-3.4,5.1,7.88,4.36,0.667,37,48,24,37.7,,,,,,,,,,,,,,,,,,,,,,,25,30,30,,30,,False
FISV,Financials,Fiserv,2023-08-21,121.48,-2.81,6.78,6.14,4.06,0.667,34,41,26,34.5,,,,,,,,,,,,,,,,,,,,,,,26,30,30,,30,,False
MSCI,Financials,MSCI Inc.,2023-08-21,513.14,-3.23,11.91,3.07,3.7,0.667,36,21,28,29.9,,,,,,,,,,,,,,,,,,,,,,,27,30,30,,30,,False
FDS,Financials,FactSet,2023-08-21,414.67,-1.59,10.87,2.42,3.53,0.667,28,24,29,27.0,,,,,,,,,,,,,,,,,,,,,,,28,30,30,,30,,False
JPM,Financials,JPMorgan Chase,2023-08-21,137.66,-6.28,8.12,5.88,3.4,0.667,46,33,27,38.3,,,,,,,,,,,,,,,,,,,,,,,29,30,30,,30,,False
L,Financials,Loews Corporation,2023-08-21,61.57,-0.11,8.78,1.82,3.07,0.667,22,28,31,25.6,,,,,,,,,,,,,,,,,,,,,,,30,30,30,,30,,False
PRU,Financials,Prudential Financial,2023-08-21,81.9,-1.31,18.57,-2.57,3.03,0.333,27,7,34,22.4,-2.2,-9.13,False,True,79.44,4.82,1.072,False,92.0,-10.98,2.39,-1.31,7.0,13.0,1649528.0,1538107.0,0.538,1556100.0,1444850.0,1435740.0,1.084,77.02,31,24,8,23.6,24,剛爆發,True
AMP,Financials,Ameriprise Financial,2023-08-21,320.98,-2.84,8.5,-0.81,1.01,0.333,35,31,33,33.4,,,,,,,,,,,,,,,,,,,,,,,32,30,30,,30,,False
MET,Financials,MetLife,2023-08-21,57.45,0.58,21.45,-11.57,-0.27,0.667,20,5,52,21.9,3.11,-17.55,False,True,54.76,4.7,0.916,False,69.46,-17.29,0.24,0.58,10.0,10.0,3288340.0,3588450.0,1.0,2109500.0,2744600.0,3021340.0,0.698,81.48,33,21,22,26.0,27,剛爆發,True
AIG,Financials,American International Group,2023-08-21,54.15,-3.84,7.69,-2.58,-0.33,0.333,38,37,35,37.1,,,,,,,,,,,,,,,,,,,,,,,34,30,30,,30,,False
CB,Financials,Chubb Limited,2023-08-21,194.94,-2.11,6.56,-3.54,-0.66,0.333,31,43,37,35.8,,,,,,,,,,,,,,,,,,,,,,,35,30,30,,30,,False
PGR,Financials,Progressive Corporation,2023-08-21,121.19,6.04,3.26,-6.37,-0.86,0.667,6,53,39,26.7,-50.62,-50.85,False,True,117.23,10.06,1.123,False,136.89,-11.47,-1.01,6.04,8.0,11.0,2673962.0,2380972.0,0.727,1447300.0,2612390.0,2270193.0,0.638,83.78,36,18,27,27.0,28,剛爆發,True
RJF,Financials,Raymond James Financial,2023-08-21,97.99,-6.33,10.23,-4.28,-1.17,0.333,47,26,38,38.9,,,,,,,,,,,,,,,,,,,,,,,37,30,30,,30,剛爆發,False
TROW,Financials,T. Rowe Price,2023-08-21,94.89,-13.48,4.01,1.85,-1.44,0.667,71,50,30,56.5,,,,,,,,,,,,,,,,,,,,,,,38,30,30,,30,剛爆發,False
JKHY,Financials,Jack Henry & Associates,2023-08-21,152.01,-5.86,6.6,-3.52,-1.57,0.333,45,42,36,42.3,,,,,,,,,,,,,,,,,,,,,,,39,30,30,,30,剛爆發,False
BLK,Financials,BlackRock,2023-08-21,630.93,-8.45,1.28,0.36,-1.61,0.667,55,60,32,51.9,,,,,,,,,,,,,,,,,,,,,,,40,30,30,,30,剛爆發,False
HIG,Financials,Hartford (The),2023-08-21,67.91,-0.62,5.18,-6.84,-2.28,0.333,24,47,41,34.3,,,,,,,,,,,,,,,,,,,,,,,41,30,30,,30,剛爆發,False
WRB,Financials,W. R. Berkley Corporation,2023-08-21,37.53,-2.32,8.72,-7.86,-2.33,0.333,32,30,44,33.8,,,,,,,,,,,,,,,,,,,,,,,42,30,30,,30,剛爆發,False
GL,Financials,Globe Life,2023-08-21,108.62,-0.65,6.13,-8.29,-2.77,0.333,25,44,45,34.7,,,,,,,,,,,,,,,,,,,,,,,43,30,30,,30,剛爆發,False
NDAQ,Financials,"Nasdaq, Inc.",2023-08-21,50.6,4.44,-2.33,-6.81,-2.88,0.333,9,69,40,33.2,7.28,4.91,False,True,48.52,6.3,1.194,False,65.88,-23.2,1.8,4.44,12.0,7.0,2723841.0,2281500.0,1.714,1866400.0,2689870.0,2648206.0,0.705,99.99,44,6,21,24.2,25,剛爆發,True
EG,Financials,Everest Group,2023-08-21,334.83,-1.75,1.28,-7.76,-4.0,0.333,30,60,43,41.6,,,,,,,,,,,,,,,,,,,,,,,45,30,30,,30,剛爆發,False
PFG,Financials,Principal Financial Group,2023-08-21,68.57,-3.99,13.03,-12.54,-4.01,0.333,39,18,56,36.1,,,,,,,,,,,,,,,,,,,,,,,46,30,30,,30,剛爆發,False
BNY,Financials,BNY Mellon,2023-08-21,40.65,-2.78,8.23,-11.75,-4.51,0.333,33,32,53,36.7,,,,,,,,,,,,,,,,,,,,,,,47,30,30,,30,剛爆發,False
AXP,Financials,American Express,2023-08-21,152.9,-4.3,1.03,-8.49,-5.06,0.333,40,62,46,47.8,,,,,,,,,,,,,,,,,,,,,,,48,30,30,,30,剛爆發,False
SYF,Financials,Synchrony Financial,2023-08-21,30.09,-7.92,3.82,-9.68,-5.87,0.333,52,52,47,51.0,,,,,,,,,,,,,,,,,,,,,,,49,30,30,,30,剛爆發,False
CINF,Financials,Cincinnati Financial,2023-08-21,96.79,-4.95,6.8,-12.93,-6.0,0.333,41,40,57,43.9,,,,,,,,,,,,,,,,,,,,,,,50,30,30,,30,剛爆發,False
BEN,Financials,Franklin Resources,2023-08-21,21.95,-12.61,5.99,-9.93,-6.62,0.333,68,45,48,57.1,,,,,,,,,,,,,,,,,,,,,,,51,30,30,,30,剛爆發,False
IVZ,Financials,Invesco,2023-08-21,13.41,-7.39,3.25,-11.23,-6.65,0.333,51,54,51,51.9,,,,,,,,,,,,,,,,,,,,,,,52,30,30,,30,剛爆發,False
COF,Financials,Capital One,2023-08-21,96.62,-11.72,-1.42,-6.89,-6.73,0.0,65,68,42,61.3,,,,,,,,,,,,,,,,,,,,,,,53,30,30,,30,剛爆發,False
WFC,Financials,Wells Fargo,2023-08-21,38.56,-9.94,0.78,-10.17,-7.38,0.333,58,63,49,57.7,,,,,,,,,,,,,,,,,,,,,,,54,30,30,,30,剛爆發,False
WTW,Financials,Willis Towers Watson,2023-08-21,197.93,-1.67,-6.64,-11.76,-7.96,0.0,29,76,54,48.1,,,,,,,,,,,,,,,,,,,,,,,55,30,30,,30,剛爆發,False
GS,Financials,Goldman Sachs,2023-08-21,298.43,-9.37,-2.84,-10.71,-8.4,0.0,57,70,50,59.5,,,,,,,,,,,,,,,,,,,,,,,56,30,30,,30,剛爆發,False
FIS,Financials,Fidelity National Information Services,2023-08-21,50.58,-8.23,1.47,-14.14,-8.76,0.333,53,58,59,55.7,,,,,,,,,,,,,,,,,,,,,,,57,30,30,,30,剛爆發,False
